variable,code,label,source_year
s119na,8,Achuar,2024
s119na,9,Otra lengua nativa u originaria,2024
s119na,98,No sabe,2024
s119nb,1,Quechua,2024
s119nb,10,Castellano,2024
s119nb,11,Portugués,2024
s119nb,12,Otra lengua extranjera,2024
s119nb,13,Es sordomuda,2024
s119nb,2,Aimara,2024
s119nb,3,Ashaninka,2024
s119nb,4,Awajún/Aguaruna,2024
s119nb,5,Shipibo/Konibo,2024
s119nb,6,Shawi/Chayahuita,2024
s119nb,7,Matsigenka/ Machiguenga,2024
s119nb,8,Achuar,2024
s119nb,9,Otra lengua nativa u originaria,2024
s119nb,98,No sabe,2024
s229a,0,No,2024
s229a,1,Si,2024
s229b,0,No,2024
s229b,1,Si,2024
s229b1,1,"Sí, y muestra el registro",2024
s229b1,2,"Sí, y no muestra el registro",2024
s229b1,3,No,2024
s229c,0,No,2024
s229c,1,Si,2024
s229d,0,No,2024
s229d,1,Si,2024
s229da,0,No,2024
s229da,1,Si,2024
s229db,0,No,2024
s229db,1,Si,2024
s229dc,0,No,2024
s229dc,1,Si,2024
s229dd,0,No,2024
s229dd,1,Si,2024
s229de,0,No,2024
s229de,1,Si,2024
s229df,0,No,2024
s229df,1,Si,2024
s229dx,0,No,2024
s229dx,1,Si,2024
s229e,0,No,2024
s229e,1,Si,2024
s229f,0,No,2024
s229f,1,Si,2024
s229g,0,No,2024
s229g,1,Si,2024
s229h,0,No,2024
s229h,1,Si,2024
s229i,0,No,2024
s229i,1,Si,2024
s229j,0,No,2024
s229j,1,Si,2024
s229k,0,No,2024
s229k,1,Si,2024
s229l,0,No,2024
s229l,1,Si,2024
s229x,0,No,2024
s229x,1,Si,2024
s229y,0,No: control del embarazo,2024
s229y,1,Sí: no hay control del embarazo,2024
s239a,0,No,2024
s239a,1,Si,2024
s239b,0,No,2024
s239b,1,Si,2024
s239c,0,No,2024
s239c,1,Si,2024
s239d,0,No,2024
s239d,1,Si,2024
s239e,0,No,2024
s239e,1,Si,2024
s239f,0,No: tiene documento de identificación,2024
s239f,1,Sí: sin documento de identificación,2024
s239x,0,No,2024
s239x,1,Si,2024
s314,9995,No pague,2024
s314,9998,No sabe,2024
s315b,1,Control prenatal,2024
s315b,2,Durante el parto,2024
s315b,3,Después del parto,2024
s315b,6,En otro momento,2024
s317ac,1,Loporin,2024
s317ac,2,Impidor,2024
s317ac,3,Conceptrol,2024
s317ac,4,Noncrinol,2024
s317ac,5,Perla gel,2024
s317ac,93,"Sin marca (H. FF.AA., FF.PP)",2024
s317ac,94,SIn marca (ESSALUD),2024
s317ac,95,Sin marca (MINSA),2024
s317ac,96,Otro,2024
s317ac,98,No sabe,2024
s317ad,1,Depoprovera,2024
s317ad,2,Mesygina,2024
s317ad,3,Soluna,2024
s317ad,4,Perlutal,2024
s317ad,5,Megestrón,2024
s317ad,6,Topasel,2024
s317ad,94,Sin marca MINSA,2024
s317ad,95,Sin Marca ESSALUD,2024
s317ad,96,Otros,2024
s317ad,98,No Sabe/No recuerda,2024
s317c,1,Basado en calendario,2024
s317c,2,Temperatura corporal,2024
s317c,3,Mucosa cervical,2024
s317c,4,Temperatura corporal y moco cervical,2024
s317c,5,Ciclo de cuello,2024
s317c,6,Sin sistema,2024
s317c,96,Otro,2024
s321a,11,Hospital MINSA,2024
s321a,12,Centro de salud MINSA,2024
s321a,13,Puesto de Salud MINSA,2024
s321a,14,Promotor de Salud MINSA,2024
s321a,15,Hospital ESSALUD,2024
s321a,16,Polic./Centro/Posta ESSALUD,2024
s321a,17,Hosp./Otro de las FFAA y PNP,2024
s321a,18,Hosp./Otro de municipalidad,2024
s321a,19,Otro gobierno,2024
s321a,21,Clínica Particular,2024
s321a,22,Farmacia/Botica,2024
s321a,23,Consultorio Médico Particular,2024
s321a,24,Clínica/Posta de ONG,2024
s321a,25,Promotor de ONG,2024
s321a,31,Tienda/Supermercado/Hostal,2024
s321a,32,Hospital/Otro de la Iglesia,2024
s321a,33,Amigos/Parientes,2024
s321a,95,Nadie/Se automedicó,2024
s321a,96,Otro,2024
s321a,98,DK,2013
s325a,0,No,2024
s325a,1,Si,2024
s325a,2,No tenía preferencia,2024
s325a,3,No quería usar método,2024
s325a,6,Otro,2024
s325b,1,Esterilización Femenina,2024
s325b,10,Lactancia exclusiva (mela),2024
s325b,11,Abstinencia periódica,2024
s325b,12,Retiro,2024
s325b,13,Anticoncepción oral de emergencia,2024
s325b,2,Esterilización Masculina (vasectomia),2024
s325b,3,Píldora,2024
s325b,4,DIU,2024
s325b,5,Inyección,2024
s325b,6,Implantes o Norplant,2024
s325b,7,Condón,2024
s325b,8,Condón Femenino,2024
s325b,9,"Espuma, jalea, óvulos (vaginales)",2024
s325b,96,Otro,2024
s325ca,0,No,2024
s325ca,1,Si,2024
s325cb,0,No,2024
s325cb,1,Si,2024
s325cx,0,No,2024
s325cx,1,Si,2024
s325d,1,Mi esposo/compañero,2024
s325d,2,"Medico, obstetriz, enfermera",2024
s325d,3,Promotor de salud del ministerio,2024
s325d,4,Promotor de salud de ONG,2024
s325d,5,Ella misma,2024
s325d,96,Otro,2024
s325e,1,Me recomendó personal de salud,2024
s325e,2,No había otro mét. disponible,2024
s325e,3,Esposo/compañero eligió,2024
s325e,4,Me ofrec. víveres/atenc. gratis,2024
s325e,5,Dejaría ser socia de P. Social,2024
s325e,96,Otro,2024
s325ga,1,Bueno,2024
s325ga,2,Regular,2024
s325ga,3,Mal,2024
s325ga,8,No sabe,2024
s325gb,1,Bueno,2024
s325gb,2,Regular,2024
s325gb,3,Mal,2024
s325gb,8,No sabe,2024
s325gc,1,Bueno,2024
s325gc,2,Regular,2024
s325gc,3,Mal,2024
s325gc,8,No sabe,2024
s325gd,1,Bueno,2024
s325gd,2,Regular,2024
s325gd,3,Mal,2024
s325gd,8,No sabe,2024
s325ge,1,Bueno,2024
s325ge,2,Regular,2024
s325ge,3,Mal,2024
s325ge,8,No sabe,2024
s325gf,1,Bueno,2024
s325gf,2,Regular,2024
s325gf,3,Mal,2024
s325gf,8,No sabe,2024
s325gg,1,Bueno,2024
s325gg,2,Regular,2024
s325gg,3,Mal,2024
s325gg,8,No sabe,2024
s325gh,1,Bueno,2024
s325gh,2,Regular,2024
s325gh,3,Mal,2024
s325gh,8,No sabe,2024
s325gi,1,Bueno,2024
s325gi,2,Regular,2024
s325gi,3,Mal,2024
s325gi,8,No sabe,2024
s325gj,1,Bueno,2024
s325gj,2,Regular,2024
s325gj,3,Mal,2024
s325gj,8,No sabe,2024
s325gk,1,Bueno,2024
s325gk,2,Regular,2024
s325gk,3,Mal,2024
s325gk,8,No sabe,2024
s327b,0,No,2024
s327b,1,Si,2024
s327c,0,Ninguno,2024
s410b,98,No sabe,2024
s411b,0,No,2024
s411b,1,Si,2024
s411b,8,No sabe,2024
s411ba,98,No sabe el mes,2024
s411ca,98,No sabe el mes,2024
s411da,98,No sabe el mes,2024
s411ea,98,No sabe el mes,2024
s411f,0,No,2024
s411f,1,Si,2024
s411f,8,No sabe,2024
s411g,0,No,2024
s411g,1,Si,2024
s411g,8,No sabe,2024
s411h,0,No,2024
s411h,1,Si,2024
s411h,8,No sabe,2024
s411i,0,No,2024
s411i,1,Si,2024
s411i,8,No sabe,2024
s411j,0,No,2024
s411j,1,Si,2024
s411j,8,No sabe,2024
s411k,0,No,2024
s411k,1,Si,2024
s411k,8,No sabe,2024
s411l,0,No,2024
s411l,1,Si,2024
s411l,8,No sabe,2024
s413,0,No,2024
s413,1,Si,2024
s422i,98,No sabe,2024
s425a,0,No,2024
s425a,1,Si,2024
s426b,11,No existe en la localidad,2024
s426b,12,Quedaba muy lejos,2024
s426b,13,No había personal,2024
s426b,14,Estaba afiliada a otro servicio de salud,2024
s426b,15,Personal daba malos tratos,2024
s426b,16,No había privacidad en atención,2024
s426b,17,Esposo/Familiar se opuso,2024
s426b,18,Por tradición,2024
s426b,19,No era higiénico,2024
s426b,20,No confia en la atención,2024
s426b,21,Personal es descuidado,2024
s426b,22,Congestión del servicio,2024
s426b,23,No tenía dinero,2024
s426b,24,No la quisieron atender,2024
s426b,25,Iba camino a establecimiento/Parto se adelantó,2024
s426b,96,Otro,2024
s426b,98,Don't know,2013
s426d,100,Zero hours,2013
s426d,101,One hour,2013
s426d,200,Zero days,2013
s426d,201,One day,2013
s426d,300,Zero weeks,2013
s426d,301,One week,2013
s426d,998,DK,2013
s426e,0,No,2024
s426e,1,Si,2024
s426e,100,Zero hours,2013
s426e,101,One hour,2013
s426e,200,Zero days,2013
s426e,201,One day,2013
s426e,300,Zero weeks,2013
s426e,301,One week,2013
s426e,998,DK,2013
s426fa,100,Cero horas,2024
s426fa,101,Una hora,2024
s426fa,200,Cero días,2024
s426fa,201,Un día,2024
s426fa,300,Cero semanas,2024
s426fa,301,Una semana,2024
s426fa,998,No sabe,2024
s426fb,100,Cero horas,2024
s426fb,101,Una hora,2024
s426fb,200,Cero días,2024
s426fb,201,Un día,2024
s426fb,300,Cero semanas,2024
s426fb,301,Una semana,2024
s426fb,998,No sabe,2024
s426ga,0,No,2024
s426ga,1,Si,2024
s426gb,0,No,2024
s426gb,1,Si,2024
s426gc,0,No,2024
s426gc,1,Si,2024
s426gd,0,No,2024
s426gd,1,Si,2024
s426ge,0,No,2024
s426ge,1,Si,2024
s427da,0,No,2024
s427da,1,Si,2024
s427db,0,No,2024
s427db,1,Si,2024
s427dc,0,No,2024
s427dc,1,Si,2024
s427dd,0,No,2024
s427dd,1,Si,2024
s427de,0,No,2024
s427de,1,Si,2024
s427df,0,No,2024
s427df,1,Si,2024
s427dg,0,No,2024
s427dg,1,Si,2024
s427f,0,No,2024
s427f,1,Si,2024
s430c,0,No,2024
s430c,1,"Sí, muestra partida de nacimiento/DNI",2024
s430c,2,"Sí, no muestra partida de nacimiento/DNI",2024
s430c,8,No sabe,2024
s430d,0,No tiene,2024
s430d,1,Si tiene Nro. CIU: DNI,2024
s430d,2,Si tiene Nro. CIU: Partida/Acta de nacimiento,2024
s430d,8,DK,2013
s431a,0,No,2024
s431a,1,Si,2024
s431a,8,No sabe,2024
s432,0,No,2024
s432,1,Si,2024
s432,2,"Yes, doesn't show card",2013
s432,8,No sabe,2024
s432ad,98,Otras respuestas,2024
s432am,98,Otras respuestas,2024
s432ay,9998,Otras respuestas,2024
s435,1,Madre enferma/débil,2024
s435,2,Niña(o) enfermo/débil,2024
s435,3,Niña(o) murió,2024
s435,4,Niña(o) tiene problemas succión,2024
s435,5,Problema de succión pezón,2024
s435,6,No tenía leche,2024
s435,7,Madre trabajando,2024
s435,8,Niña(o) rehusó,2024
s435,96,No sabe,2024
s436c,0,No,2024
s436c,1,Si,2024
s440,1,Madre enferma/débil,2024
s440,10,Quedó embarazada,2024
s440,11,Comenzó a usar anticonceptivos,2024
s440,12,Niña(o) solo quería pecho,2024
s440,2,Niña(o) enfermo/débil,2024
s440,3,Niña(o) murió,2024
s440,4,Niña(o) tiene problemas succión,2024
s440,5,Problema de succión pezón,2024
s440,6,No tenía leche,2024
