variable,code,year,was,canonical
m57t,1,2013,Yes,Sí
m57u,1,2013,Yes,Sí
m57v,1,2013,Yes,Sí
m57x,1,2013,Yes,Sí
m6,96,2013,Period not returned,Período no volvió
m6,97,2013,Inconsistent,Inconsistente
m6,98,2013,DK,No sabe
m60,1,2013,Yes,Sí
m60,8,2013,DK,No sabe
m61,201,2013,One day,Un día
m61,998,2013,DK,No sabe
m61,100,2013,Zero hours,Horas cero
m61,301,2013,One week,Una semana
m62,1,2013,Yes,Sí
m62,8,2013,DK,No sabe
m63,201,2013,One day,Un día
m63,998,2013,DK,No sabe
m63,100,2013,Zero hours,Horas cero
m63,301,2013,One week,Una semana
m64,21,2013,Traditional birth attendant,Partera tradicional
m64,96,2013,Other,Otro
m64,20,2013,OTHER PERSON,Otra persona
m64,13,2013,Nurse,enfermera
m64,22,2013,Community/village health worker,Trabajador de salud de la comunidad/pueblo
m64,15,2013,Health worker,Trabajador de la salud
m64,10,2013,HEALTH PERSONNEL,Personal Sanitario
m65a,1,2013,Yes,Sí
m65b,1,2013,Yes,Sí
m65c,1,2013,Yes,Sí
m65d,1,2013,Yes,Sí
m65e,1,2013,Yes,Sí
m65f,1,2013,Yes,Sí
m65g,1,2013,Yes,Sí
m65h,1,2013,Yes,Sí
m65i,1,2013,Yes,Sí
m65j,1,2013,Yes,Sí
m65k,1,2013,Yes,Sí
m65l,1,2013,Yes,Sí
m65x,1,2013,Yes,Sí
m66,1,2013,Yes,Sí
m67,201,2013,One day,Un día
m67,998,2013,DK,No sabe
m67,100,2013,Zero hours,Horas cero
m67,301,2013,One week,Una semana
m68,12,2013,Obstetrician,Obstetra
m68,13,2013,Nurse,Enfermera
m68,21,2013,Traditional birth attendant,Comadrona/partera
m68,11,2013,Doctor,Médico
m68,15,2013,Health worker,Promotor de la salud
m68,14,2013,Health worker (Technical Nurse),Técnico en enfermería
m68,96,2013,Other,Otro
m69,24,2013,Health center MINSA,Centro de salud MINSA
m69,12,2013,Midwife's home,Casa de partera
m69,11,2013,Respondent's home,Su domicilio
m69,27,2013,Hospital/Other Local Govern.,Hospital/Otro de la Municipalidad
m69,96,2013,Other,Otro
m69,26,2013,Health center/post ESSALUD,Policlínico/Centro/Posta ESSALUD
m69,25,2013,Health post MINSA,Puesto de salud MINSA
m69,31,2013,Private clinic,Clínica particular
m69,32,2013,Private doctor,Consultorio médico particular
m69,41,2013,NGO Clinic/Post,Clínica/Posta de ONG
m69,42,2013,Church Hospital/Other,Hospital/Otro de la Iglesia
m7,97,2013,Inconsistent,Inconsistente
m7,98,2013,DK,No sabe
m70,1,2013,Yes,Sí
m70,8,2013,DK,No sabe
m71,201,2013,One day,Un día
m71,998,2013,DK,No sabe
m71,100,2013,Zero hours,Horas cero
m71,301,2013,One week,Una semana
m72,12,2013,Obstetrician,Obstetra
m72,13,2013,Nurse,Enfermera
m72,21,2013,Traditional birth attendant,Comadrona/partera
m72,11,2013,Doctor,Médico
m72,15,2013,Health worker,Promotor de la salud
m72,14,2013,Health worker (Technical Nurse),Técnico en enfermería
m72,96,2013,Other,Otro
m73,24,2013,Health center MINSA,Centro de salud MINSA
m73,12,2013,Midwife's home,Casa de partera
m73,11,2013,Respondent's home,Su domicilio
m73,27,2013,Hospital/other Local Gov.,Hospital/Otro de la Municipalidad
m73,96,2013,Other,Otro
m73,26,2013,Health center/post ESSALUD,Policlínico/Centro/Posta ESSALUD
m73,25,2013,Health post MINSA,Puesto de salud MINSA
m73,31,2013,Private clinic,Clínica particular
m73,32,2013,Private doctor,Consultorio médico particular
m73,41,2013,NGO Clinic/Post,Clínica/Posta de ONG
m73,42,2013,Church Hospital/Other,Hospital/Otro de la Iglesia
m8,96,2013,Still abstaining,Aún absteniéndose
m8,98,2013,DK,No sabe
m9,97,2013,Inconsistent,Inconsistente
m9,98,2013,DK,No sabe
ml101,2,2013,Both treated and untreated bednets,Ambos mosquiteros tratados y no tratados
ml101,3,2013,Only untreated bednets,Solo mosquiteros no tratados
ml101,0,2013,No bednet,Sin mosquitero
ml101,1,2013,Only treated bednets,Solo mosquiteros tratados
mm1,2,2013,Female,Mujer
mm1,1,2013,Male,Hombre
mm10,1,2013,Yes,Si
mm10,0,2013,No,No sabe
mm10,8,2013,Don't know,No sabe
mm11,4,2013,None of the above,Ninguno
mm11,2,2013,Abortion,Aborto
mm11,3,2013,Delivery,Parto
mm11,1,2013,Pregnancy,El embarazo
mm12,201,2013,1 month,1 mes
mm12,101,2013,1 day,1 día
mm12,998,2013,Don't know,No sabe
mm12,301,2013,1 year,1 año
mm12,997,2013,Inconsistent,Inconsistente
mm15,9998,2013,Don't know,No sabe
mm2,1,2013,Alive,Vivo
mm2,0,2013,Dead,Muerto
mm2,8,2013,DK,No sabe
mm3,97,2013,97+,Más de 97
mm3,98,2013,Don't know,No sabe
mm5,1,2013,Ever married,Casado
mm5,0,2013,Never married,Soltero
mm5,8,2013,DK,No sabe
mm6,97,2013,97+,97 ó más
mm6,98,2013,Don't know,No sabe
mm7,97,2013,97+,97 ó más
mm7,98,2013,Don't know,No sabe
mm9,4,2013,Since delivery,Desde el parto
mm9,5,2013,6 weeks after Deliv.,6 semanas después parto
mm9,6,2013,2 months after Deliv,Murió dos meses despues de interrumpir el embarazo o del parto
mm9,2,2013,Died while pregnant,Murió mientras estaba embarazada
mm9,3,2013,Died during delivery,Murió durante el parto
mm9,0,2013,Never pregnant,Nunca embarazada
mm9,1,2013,Death not related,Muerte no relacionada con embarazo
q1036n,F,2013,Madrastra / Padrastro,Madrastra/Padrastro
q1036n,C,2013,Abuela / Abuelo,Abuela/Abuelo
q1036n,D,2013,Hermana / Hermano,Hermana/Hermano
qh21a,2,2019,Sí,No
qh21a,1,2019,No,Si
qh25b,2,2019,Sí,No
qh25b,1,2019,No,Si
qs101,30,2013,Clínica / Posta de ONG,Clínica/Posta de ONG
qs101,31,2013,Hospital / Otro de Iglesia,Hospital/Otra de Iglesia
qs101,13,2013,Hosp. / Otro Municipal,Hospital/Otro Municipal
qs101,42,2013,Otro Campañas,Otras Campañas
qs102,8,2013,No sabe/ no recuerda,No sabe/No recuerda
qs103u,2,2013,Año,Años (de 2 ó más años)
qs103u,1,2013,Mes,Meses ( < de 2 años)
qs103u,8,2013,No recuerda,No sabe/No recuerda
qs105,8,2013,No sabe/no recuerda,No sabe/ no recuerda
qs108,31,2013,Hospital / Otro de Iglesia,Hospital / Otra de Iglesia
qs108,42,2013,Otro Campañas,Otras Campañas
qs110u,2,2013,Año ( si es de 2 o mas años),Años (de 2 ó más años)
qs110u,1,2013,Mes (si es < de 2 años),Meses ( < de 2 años)
qs112,8,2013,No sabe/no recuerda,No sabe/ no recuerda
qs203u,1,2013,Edad,Edad en años
qs204u,1,2013,Edad,Número de años
qs205u,1,2013,Numero de cigarrillos,Número de cegarillos
qs216u,1,2013,Numero vasos/porciones,Número de vasos de jugo
qs27,C,2013,SEGURO INTEGRAL DE SALUD,FUERZAS ARMADAS O POLICIALES
qs27,B,2013,FUERZAS ARMADAS O POLICIALES,ESSALUD/ IPSS
qs27,A,2013,ESSALUD / IPSS,SEGURO INTEGRAL DE SALUD
qs415,8,2013,No sabe,No sabe/No recuerda
qs416u,1,2013,Meses (si es < de 2 años),Meses ( si es < de 2 años)
qs700a,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700a,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700a,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700b,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700b,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700b,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700c,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700c,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700c,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700d,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700d,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700d,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700e,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700e,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700e,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700f,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700f,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700f,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700g,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700g,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700g,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700h,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700h,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700h,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs700i,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs700i,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs700i,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704a,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704a,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704a,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704b,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704b,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704b,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704c,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704c,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704c,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704d,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704d,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704d,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704e,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704e,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704e,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704f,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704f,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704f,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704g,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704g,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704g,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704h,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704h,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704h,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs704i,2,2013,La mayoria de dias (7 a 11 dias),La mayoria de días (de 7 a 11 días)
qs704i,3,2013,Casi todos los dias (12 a + dias),Casi todos los días (de 12 a más días)
qs704i,1,2013,Varios dias (1 a 6 dias),Varios días (de 1 a 6 días)
qs708,E,2013,Centro/Puesto de Salud,Centro/Puesto del MINSA
qs731,D,2013,Hospital / Otro Municipal,Hospital/Otro municipal
qs731,I,2013,Clinica/Posta de ONG,Clínica/Posta ONG
qs731,C,2013,Hospital FFAA Y PNP,Hospital FF.AA. y PNP.
qs731,J,2013,Hospital / Otro de Iglesia,Hospital/Otro iglesia
qs802a,6,2013,Responsable discapacitado(a),Responsable discapacitada(o)
qs802cm,9,2013,Septiembre,Setiembre
qs802v,1,2013,No vive en el hogar,Si vive en el hogar
qs804u,2,2013,Uno o mas años,Dos o más años
qs804u,1,2013,Meses ( si es < de 2 años),Meses (si es < de 2 años)
qs812u,2,2013,Uno o mas años,Un año o más
qs812u,1,2013,Meses ( si es <  de 1 año),Meses (si es < de 1 año)
qs813,1,2013,Solo la niña/el niño,Solo la niña o el niño
qs818u,2,2013,Años ( si es de 2 o mas años),Dos años o más
qs818u,1,2013,Meses ( si es < de 2 años),Meses (si es < de 2 años)
qs822u,2,2013,Años ( si es de 2 o mas años),Años (si es de 2 ó más años)
qs822u,1,2013,Meses ( si es < de 2 años),Meses (si es < de 2 años)
qs828,8,2013,no sabe/ no recuerda,No sabe/No recuerda
qs840b,7,2013,Otra marca,"Número borroso, registre la marca"
qs840b,8,2013,Valor ppm,"Valor diferente a ppm, registre el valor"
qs840b,9,2013,Otro valor,Otro
qs902,4,2013,Fue evaluada en C.hogar,Fue evaluada en C. Hogar
qs902,1,2013,Medido,Medido(a)
qs906,1,2013,Medido,Medido(a)
qsresinf,6,2013,Discapacitado,Discapacitada(o)
qsresinf,1,2019,Iniciar entrevista,Completa
qsresult,6,2013,Discapacitado,Discapacitada(o)
qult5,0,2019,Si,No
qult5,1,2019,No,Si
s1002a,2,2013,Sometimes,A veces
s1002a,0,2013,Never,Nunca
s1002a,1,2013,Frequently,Frecuentemente
s1002b,2,2013,Sometimes,A veces
s1002b,0,2013,Never,Nunca
s1002b,1,2013,Frequently,Frecuentemente
s1002c,2,2013,Sometimes,A veces
s1002c,0,2013,Never,Nunca
s1002c,1,2013,Frequently,Frecuentemente
s1002d,2,2013,Sometimes,A veces
s1002d,0,2013,Never,Nunca
s1002d,1,2013,Frequently,Frecuentemente
s1002e,2,2013,Sometimes,A veces
s1002e,0,2013,Never,Nunca
s1002e,1,2013,Frequently,Frecuentemente
s1008an,2,2013,Sometimes,Algunas veces
s1008an,0,2013,Never,Nunca
s1008an,1,2013,Frequently,Con mucha frecuencia
s1008bn,2,2013,Sometimes,Algunas veces
s1008bn,0,2013,Never,Nunca
s1008bn,1,2013,Frequently,Con mucha frecuencia
s1008cn,2,2013,Sometimes,Algunas veces
s1008cn,0,2013,Never,Nunca
s1008cn,1,2013,Frequently,Con mucha frecuencia
s1008dn,2,2013,Sometimes,Algunas veces
s1008dn,0,2013,Never,Nunca
s1008dn,1,2013,Frequently,Frecuentemente
s1012b,1,2013,Yes,Si
s1012bn,2,2013,Sometimes,Algunas veces
s1012bn,0,2013,Never,Nunca
s1012bn,1,2013,Frequently,Con mucha frecuencia
s1017,98,2013,DK,No sabe
s1023aa,1,2013,Yes,Si
s1023ab,1,2013,Yes,Si
s1023ac,1,2013,Yes,Si
s1023ad,1,2013,Yes,Si
s1023ae,1,2013,Yes,Si
s1023af,1,2013,Yes,Si
s1023ag,1,2013,Yes,Si
s1023ah,1,2013,Yes,Si
s1023ax,1,2013,Yes,Si
s1023az,0,2013,No: helph sought,No
s1023az,1,2013,Yes: never sought help,Si
s1026,1,2013,Yes,Sí
s1028a,1,2013,Yes,Si
s1028b,1,2013,Yes,Si
s1028x,1,2013,Yes,Si
s1028y,1,2013,Yes,Si
s1030aa,1,2013,Yes,Si
s1030ab,1,2013,Yes,Si
s1030ac,1,2013,Yes,Si
s1030ad,1,2013,Yes,Si
s1030ae,1,2013,Yes,Si
s1030af,1,2013,Yes,Si
s1030ag,1,2013,Yes,Si
s1030ah,1,2013,Yes,Si
s1030ai,1,2013,Yes,Si
s1030aj,1,2013,Yes,Si
s1030ak,1,2013,Yes,Si
s1030al,1,2013,Yes,Si
s1030am,1,2013,Yes,Si
s1030ax,1,2013,Yes,Si
s1030ba,1,2013,Yes,Si
s1030bb,1,2013,Yes,Si
s1030bc,1,2013,Yes,Si
s1030bd,1,2013,Yes,Si
s1030be,1,2013,Yes,Si
s1030bf,1,2013,Yes,Si
s1030bg,1,2013,Yes,Si
s1030bh,1,2013,Yes,Si
s1030bi,1,2013,Yes,Si
s1030bj,1,2013,Yes,Si
s1030bk,1,2013,Yes,Si
s1030bl,1,2013,Yes,Si
s1030bx,1,2013,Yes,Si
s1030ca,1,2013,Yes,Si
s1030cb,1,2013,Yes,Si
s1030cc,1,2013,Yes,Si
s1030cd,1,2013,Yes,Si
s1030ce,1,2013,Yes,Si
s1030cf,1,2013,Yes,Si
s1030cg,1,2013,Yes,Si
s1030ch,1,2013,Yes,Si
s1030ci,1,2013,Yes,Si
s1030cj,1,2013,Yes,Si
s1030ck,1,2013,Yes,Si
s1030cl,1,2013,Yes,Si
s1030cm,1,2013,Yes,Si
s1030cx,1,2013,Yes,Si
s1031,1,2013,Yes,Sí
s1031,8,2013,Don't know,No sabe
s1032a,1,2013,Yes,Si
s1032b,1,2013,Yes,Si
s1032c,1,2013,Yes,Si
s1032d,1,2013,Yes,Si
s1032e,1,2013,Yes,Si
s1032f,1,2013,Yes,Si
s1032g,1,2013,Yes,Si
s1032h,1,2013,Yes,Si
s1032i,1,2013,Yes,Si
s1032j,1,2013,Yes,Si
s1032k,1,2013,Yes,Si
s1032l,1,2013,Yes,Si
s1032m,1,2013,Yes,Si
s1032n,1,2013,Yes,Si
s1032x,1,2013,Yes,Si
s1032y,1,2013,Yes,Si
s1033,2,2013,Frecuently,Frecuentemente
s1033,0,2013,No,No/Nunca
s1033,1,2013,Sometimes,Algunas veces
s1034a,2,2013,All time,Todo el tiempo
s1034a,0,2013,No,No presente
s1034a,1,2013,Sometimes,Algunas veces
s1034b,2,2013,All time,Todo el tiempo
s1034b,0,2013,No,No presente
s1034b,1,2013,Sometimes,Algunas veces
s108n,4,2013,"Higher, university",Superior universitario
s108n,5,2013,PostGrade,Posgrado
s108n,2,2013,Secondary,Secundario
s108n,3,2013,Higher but not university,Superior no universitario
s108n,0,2013,"None, preschool",Inicial/Pre-escolar
s108n,1,2013,Primary,Primario
s108y,7,2013,Education given in grades,Educación dada en grados
s111,1,2013,Yes,Si
s112,5,2013,Didn't have money,Falta de dinero
s112,6,2013,Sickness,Enfermedad
s112,12,2013,There wer no teachers at school,No había maestros en la escuela
s112,11,2013,School far away,Escuela muy lejos/no había escuela
s112,96,2013,Other,Otra
s112,98,2013,Don't know,No sabe
s112,8,2013,"Graduated, enough",Se graduó/ suficiente estudio
s112,1,2013,Became preganant,Quedó embarazada
s112,4,2013,To help family,Tenìa que ayudar en la chacra o negocio de la familia
s112,7,2013,Need to earn money,Necesitaba trabajar para ganar dinero
s112,13,2013,Study in Academy / Short Profession,Estudia en academia preuniversitaria/carrera corta
s112,2,2013,Got married,Se casó/se unió
s112,9,2013,Didn't pass test,No aprobó examen de ingreso
s112,3,2013,Take care of children,Tenía que cuidar a las niñas /niños más pequeños
s112,10,2013,Didn't want to study anymore,No quiso estudiar
s119,5,2013,Foreign language,Shipibo/Konibo
s119,1,2013,Spanish,Quechua
s119,4,2013,Other indigeneous,Awajún/Aguaruna
s119,2,2013,Quechua,Aimara
s119,3,2013,Aymara,Ashaninka
s229a,1,2013,Yes,Si
s229b,1,2013,Yes,Si
s229b1,2,2013,"Yes, and don´t show the record","Sí, y no muestra el registro"
s229b1,1,2013,"Yes, and show the record","Sí, y muestra el registro"
s229c,1,2013,Yes,Si
s229d,1,2013,Yes,Si
s229da,1,2013,Yes,Si
s229db,1,2013,Yes,Si
s229dc,1,2013,Yes,Si
s229dd,1,2013,Yes,Si
s229de,1,2013,Yes,Si
s229df,1,2013,Yes,Si
s229dx,1,2013,Yes,Si
s229e,1,2013,Yes,Si
s229f,1,2013,Yes,Si
s229g,1,2013,Yes,Si
s229h,1,2013,Yes,Si
s229i,1,2013,Yes,Si
s229j,1,2013,Yes,Si
s229k,1,2013,Yes,Si
s229l,1,2013,Yes,Si
s229x,1,2013,Yes,Si
s229y,0,2013,No: pregnancy control,No: control del embarazo
s229y,1,2013,Yes: no pregnancy control,Sí: no hay control del embarazo
s239a,1,2013,Yes,Si
s239b,1,2013,Yes,Si
s239c,1,2013,Yes,Si
s239d,1,2013,Yes,Si
s239e,1,2013,Yes,Si
s239f,0,2013,No: has ID document,No: tiene documento de identificación
s239f,1,2013,Yes: no ID document,Sí: sin documento de identificación
s239x,1,2013,Yes,Si
s314,9998,2013,Don`t know,No sabe
s314,9995,2013,Don`t payment,No pague
s315b,6,2013,Other,En otro momento
s315b,2,2013,During delivery,Durante el parto
s315b,3,2013,After delivery,Después del parto
s315b,1,2013,Prenatal control,Control prenatal
s317ac,95,2013,No brand (MINSA),Sin marca (MINSA)
s317ac,96,2013,Other,Otro
s317ac,93,2013,"No brand (H. FF.AA., FF.PP)","Sin marca (H. FF.AA., FF.PP)"
s317ac,98,2013,Don't know,No sabe
s317ac,94,2013,No brand (ESSALUD),SIn marca (ESSALUD)
s317ad,98,2013,No Sabe / No recuerda,No Sabe/No recuerda
s317c,4,2013,Body temp and cervical mucous,Temperatura corporal y moco cervical
s317c,5,2013,Cycle collar,Ciclo de cuello
s317c,6,2013,No system,Sin sistema
s317c,96,2013,Other,Otro
s317c,2,2013,Body temperature,Temperatura corporal
s317c,3,2013,Cervical mucous,Mucosa cervical
s317c,1,2013,Based on calendar,Basado en calendario
s321a,17,2013,Hospital/Other FFAA & PNP,Hosp./Otro de las FFAA y PNP
s321a,19,2013,Other governemnt,Otro gobierno
s321a,96,2013,OTHER,Otro
s321a,23,2013,Private doctor,Consultorio Médico Particular
s321a,25,2013,Health worker NGO,Promotor de ONG
s321a,32,2013,Church,Hospital/Otro de la Iglesia
s321a,16,2013,Center/Post ESSALUD,Polic./Centro/Posta ESSALUD
s321a,18,2013,Hospital/Other Local Govern.,Hosp./Otro de municipalidad
s321a,33,2013,Friends/relatives,Amigos/Parientes
s321a,24,2013,Clinic/FP post NGO,Clínica/Posta de ONG
s321a,12,2013,Health center MINSA,Centro de salud MINSA
s321a,21,2013,Private clinic,Clínica Particular
s321a,95,2013,Automedication,Nadie/Se automedicó
s321a,14,2013,Health worker MINSA,Promotor de Salud MINSA
s321a,31,2013,Shop/supermarket,Tienda/Supermercado/Hostal
s321a,13,2013,Health post MINSA,Puesto de Salud MINSA
s321a,22,2013,Pharmacy,Farmacia/Botica
s325a,6,2013,Other,Otro
s325a,2,2013,Didn't have any preference,No tenía preferencia
s325a,3,2013,Didn't want to use method,No quería usar método
s325a,1,2013,Yes,Si
s325b,5,2013,Injection,Inyección
s325b,6,2013,Implants,Implantes o Norplant
s325b,12,2013,Withdrawal,Retiro
s325b,11,2013,Periodic abstinence,Abstinencia periódica
s325b,96,2013,Other,Otro
s325b,8,2013,Female Condom,Condón Femenino
s325b,1,2013,Female sterilization,Esterilización Femenina
s325b,4,2013,IUD,DIU
s325b,7,2013,Condom,Condón
s325b,13,2013,Emergency contraception,Anticoncepción oral de emergencia
s325b,2,2013,Male sterilization,Esterilización Masculina (vasectomia)
s325b,9,2013,"Foam, jelly, suppository","Espuma, jalea, óvulos (vaginales)"
s325b,3,2013,Pill,Píldora
s325b,10,2013,LAM,Lactancia exclusiva (mela)
s325ca,1,2013,Yes,Si
s325cb,1,2013,Yes,Si
s325cx,1,2013,Yes,Si
s325d,4,2013,ONG fieldworker,Promotor de salud de ONG
s325d,5,2013,Herself,Ella misma
s325d,96,2013,Other,Otro
s325d,2,2013,"Doctor, nurse","Medico, obstetriz, enfermera"
s325d,3,2013,Governemnt fieldworker,Promotor de salud del ministerio
s325d,1,2013,Partner,Mi esposo/compañero
s325e,4,2013,They offered incentives (food/medicines),Me ofrec. víveres/atenc. gratis
s325e,5,2013,Would stop participation in other programs,Dejaría ser socia de P. Social
s325e,96,2013,Other,Otro
s325e,2,2013,There wasn't any other available,No había otro mét. disponible
s325e,3,2013,Partner wanted that method,Esposo/compañero eligió
s325e,1,2013,Doctor recommended,Me recomendó personal de salud
s325ga,1,2013,Good,Bueno
s325ga,3,2013,Bad,Mal
s325ga,8,2013,Don't know,No sabe
s325gb,1,2013,Good,Bueno
s325gb,3,2013,Bad,Mal
s325gb,8,2013,Don't know,No sabe
s325gc,1,2013,Good,Bueno
s325gc,3,2013,Bad,Mal
s325gc,8,2013,Don't know,No sabe
s325gd,1,2013,Good,Bueno
s325gd,3,2013,Bad,Mal
s325gd,8,2013,Don't know,No sabe
s325ge,1,2013,Good,Bueno
s325ge,3,2013,Bad,Mal
s325ge,8,2013,Don't know,No sabe
s325gf,1,2013,Good,Bueno
s325gf,3,2013,Bad,Mal
s325gf,8,2013,Don't know,No sabe
s325gg,1,2013,Good,Bueno
s325gg,3,2013,Bad,Mal
s325gg,8,2013,Don't know,No sabe
s325gh,1,2013,Good,Bueno
s325gh,3,2013,Bad,Mal
s325gh,8,2013,Don't know,No sabe
s325gi,1,2013,Good,Bueno
s325gi,3,2013,Bad,Mal
s325gi,8,2013,Don't know,No sabe
s325gj,1,2013,Good,Bueno
s325gj,3,2013,Bad,Mal
s325gj,8,2013,Don't know,No sabe
s325gk,1,2013,Good,Bueno
s325gk,3,2013,Bad,Mal
s325gk,8,2013,Don't know,No sabe
s327b,1,2013,Yes,Si
s327c,0,2013,None,Ninguno
s410b,98,2013,DK,No sabe
s411b,1,2013,Yes,Si
s411b,8,2013,DK,No sabe
s411f,1,2013,Yes,Si
s411f,8,2013,DK,No sabe
s411g,1,2013,Yes,Si
s411g,8,2013,DK,No sabe
s411h,1,2013,Yes,Si
s411h,8,2013,DK,No sabe
s413,1,2013,Yes,Si
s425a,1,2013,Yes,Si
s426b,17,2013,Partner/family opposed,Esposo/Familiar se opuso
s426b,19,2013,Place was not clean,No era higiénico
s426b,24,2013,Was not accepted at facility,No la quisieron atender
s426b,12,2013,Too far away,Quedaba muy lejos
s426b,21,2013,Personnel is not professional,Personal es descuidado
s426b,11,2013,No health facility in locality,No existe en la localidad
s426b,14,2013,Was member of other health plan,Estaba afiliada a otro servicio de salud
s426b,96,2013,Other,Otro
s426b,23,2013,Din't have money,No tenía dinero
s426b,25,2013,Advance bitrh when go to health facility,Iba camino a establecimiento/Parto se adelantó
s426b,20,2013,Mistrust,No confia en la atención
s426b,13,2013,There were no health personnel,No había personal
s426b,22,2013,Crowded/congested,Congestión del servicio
s426b,15,2013,Personnel didn't treat patients well,Personal daba malos tratos
s426b,16,2013,Lack of privacy,No había privacidad en atención
s426b,18,2013,It is customary,Por tradición
s426ga,1,2013,Yes,Si
s426gb,1,2013,Yes,Si
s426gc,1,2013,Yes,Si
s426gd,1,2013,Yes,Si
s426ge,1,2013,Yes,Si
s427da,1,2013,Yes,Si
s427db,1,2013,Yes,Si
s427dc,1,2013,Yes,Si
s427dd,1,2013,Yes,Si
s427de,1,2013,Yes,Si
s427df,1,2013,Yes,Si
s427dg,1,2013,Yes,Si
s427f,1,2013,Yes,Si
s430c,1,2013,"Yes (<2008), or yes and shows birth certificate (2008)","Sí, muestra partida de nacimiento/DNI"
s430c,2,2013,"Yes, doesn't show birth certificate","Sí, no muestra partida de nacimiento/DNI"
s430c,8,2013,DK,No sabe
s430d,1,2013,Yes,Si tiene Nro. CIU: DNI
s430d,0,2013,No,No tiene
s431a,1,2013,Yes,Si
s431a,8,2013,DK,No sabe
s432,1,2013,"Yes (<2008), Yes and shows card (2008)",Si
s432,8,2013,Don't know,No sabe
s435,4,2013,Child has problem sucking,Niña(o) tiene problemas succión
s435,5,2013,Nipple/breast problem,Problema de succión pezón
