module,column,verdict,reason,years,ref_year
15,p609n,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
15,ticuest0,UNRESOLVED_MAPPING,years without value labels: [2011],2,
15,ticuest01,VERIFIED_MAPPING,,5,2025
15,tipocuestionario,VERIFIED_MAPPING,,1,2020
15,tipoentrevista,VERIFIED_MAPPING,,1,2020
16,dominio,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,estrato,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a1,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a2,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a3,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a4,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a5,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a6,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a7,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610a8,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610aa,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,p610n,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
16,ticuest0,UNRESOLVED_MAPPING,years without value labels: [2011],2,
16,ticuest01,VERIFIED_MAPPING,,5,2025
16,tipocuestionario,VERIFIED_MAPPING,,1,2020
16,tipoentrevista,VERIFIED_MAPPING,,1,2020
17,dominio,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,estrato,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a1,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a2,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a3,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a4,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a5,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a6,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611a7,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611aa,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,p611n,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,t611n,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
17,ticuest0,UNRESOLVED_MAPPING,years without value labels: [2011],2,
17,ticuest01,VERIFIED_MAPPING,,5,2025
17,tipocuestionario,VERIFIED_MAPPING,,1,2020
17,tipoentrevista,VERIFIED_MAPPING,,1,2020
18,dominio,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
18,estrato,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
18,p612,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
18,p612b,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
18,p612d,NO_OBSERVED_DATA,column has no non-null raw observations in available years,0,
18,p612e,NO_OBSERVED_DATA,column has no non-null raw observations in available years,0,
18,p612f,NO_OBSERVED_DATA,column has no non-null raw observations in available years,0,
18,p612n,UNRESOLVED_MAPPING,"years without value labels: [2004, 2006, 2011]",14,
18,ticuest0,UNRESOLVED_MAPPING,years without value labels: [2011],2,
18,ticuest01,VERIFIED_MAPPING,,5,2025
18,tipocuestionario,VERIFIED_MAPPING,,1,2020
18,tipoentrevista,VERIFIED_MAPPING,,1,2020
